;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"124";"A34762";;"Гамма Комбо сироп 100мл+раст.леденцы 2,5г Малина №18";"1";"16022101";"9";;;;;;"26355";"26355";"27170";"27170";"01.09.2025";"БАД";"Ananta Medicare Limited/Индия"
"125";"A32012";;"Нокамен таб. №60";"1";"14322081";"1";;;;;;"59242";"59242";"61074";"61074";"01.07.2025";"БАД";"Ananta Medicare Limited/Индия"
"Anestpharma";;;;;;;;;;;;;;;;;;
"126";"A56964";;"Зенирит нест 30мл №1";"1";"01";"65";;;;;;"119295";"119295";"122985";"122985";"01.05.2025";"БАД";"Anestpharma/Узбекистан"
"127";"A56417";;"Имудон Nest таб. №40";"1";"01";"298";;;;;;"59650";"59650";"61495";"61495";"01.06.2026";"БАД";"Anestpharma/Узбекистан"
"128";"A58249";;"Кальций-Д3 нест таб. №50";"126";"01";"126";;;;;;"32253";"32253";"33250";"33250";"01.06.2026";"БАД";"Anestpharma/Узбекистан"
"129";"02106999028018004";;"Магне В6 таб. Нест №50";"210";"01";"25";;;;;;"41826";"41826";"43120";"43120";"01.09.2025";"БАД";"Anestpharma/Узбекистан"
"ANGOR PFARM";;;;;;;;;;;;;;;;;;
"130";"A19771";;"Стоп-Гемморрой мазь 20г.№1 Леч.проктолог.+Геморроя";"40";"012024";"32";;;;;;"39052";"39052";"40260";"40260";"01.01.2026";"БАД";"ANGOR PFARM/Узбекистан"
"131";"A19772";;"Стоп-Грибок мазь 15г.№1 Леч.грибка";"40";"102023";"24";;;;;;"31050";"31050";"32010";"32010";"01.10.2025";"БАД";"ANGOR PFARM/Узбекистан"
"132";"A19773";;"Угри-Стоп мазь 15г.№1 Леч.Акне+Прищей+Угрей";"40";"122023";"42";;;;;;"30987";"30987";"31945";"31945";"01.12.2025";"БАД";"ANGOR PFARM/Узбекистан"
"Aquarius Enterpries";;;;;;;;;;;;;;;;;;
"133";"A58107";;"Аквацетамол р-р д/инф.10мг/мл 100мл№1";"60";"2304058001";"10";;;;;;"62375";"62375";"62375";"62375";"01.06.2025";"НДС";"Aquarius Enterpries/Индия"
"ARISTOPHARMA LTD";;;;;;;;;;;;;;;;;;
"134";"03004630006001002";;"Эмаглиф таб.10мг№30";"100";"24B0538";"244";;;;;;"144480";"144480";"148948";"148948";"01.02.2026";"НДС";"ARISTOPHARMA LTD/Бангладеш"
"Artesan Pharma GmbH";;;;;;;;;;;;;;;;;;
"135";"A55724";;"Бронхалик таб. №20";"1";"039063";"370";;;;;;"59496";"59496";"61336";"61336";"01.06.2026";"БАД";"Artesan Pharma GmbH/Германия"
"Artura Pharmaceuticals Pvt Ltd";;;;;;;;;;;;;;;;;;
"136";"03004191007049001";;"Розуванс таб. 10мг №30";"240";"G2312.";"19";;;;;;"52647";"52647";"54275";"54275";"01.06.2025";"НДС";"Artura Pharmaceuticals Pvt Ltd/Индия"
"137";"03004191007049002";;"Розуванс таб. 20мг №30";"240";"G2313";"1";;;;;;"66513";"66513";"68570";"68570";"01.06.2025";"НДС";"Artura Pharmaceuticals Pvt Ltd/Индия"
"Ascensia Diabetes Care";;;;;;;;;;;;;;;;;;
"138";"A9034";;"Тест полоски измерен.глюкозы крови №1*50 Contour plus";"24";"DP3KQHH11B";"1";;;;;;"141425";"141425";"145799";"145799";"01.10.2025";"НДС";"Ascensia Diabetes Care/Швейцария"
"139";"A17037";;"Ланцеты цвет.силикон.Иголки-Глюкометра №1*25 Cкарификатор крови";"48";"С09E9S";"10";;;;;;"6083";"6083";"6271";"6271";"01.12.2027";"НДС";"Ascensia Diabetes Care/Швейцария"
"Aseptica";;;;;;;;;;;;;;;;;;
"140";"03004529004013004";;"Ксиломер спрей наз.0.05%.15мл.№1";"56";"15";"7";;;;;;"18246";"18246";"18810";"18810";"01.10.2025";"НДС";"Aseptica/Узбекистан"
"141";"03004529004013010";;"Ксиломер спрей наз.0.1%.15мл№1";"56";"35";"23";;;;;;"20680";"20680";"21320";"21320";"01.06.2026";"НДС";"Aseptica/Узбекистан"
"142";"03004589031002001";;"Эмотроп кап.глаз.1%.5мл.№1";"50";"07";"25";;;;;;"40146";"40146";"41388";"41388";"01.02.2026";"НДС";"Aseptica/Узбекистан"
"Assure Tech";;;;;;;;;;;;;;;;;;
"143";"A33808";;"Экспресс-тест для опред. лютеинизирующего гормона человека в моче №1 (FаStep)";"1";"F2401042";"40";;;;;;"2022";"2022";"2085";"2085";"01.12.2025";"НДС";"Assure Tech/Китай"
"AstraZeneca AB";;;;;;;;;;;;;;;;;;
"144";"A25118";;"Беталок ЗОК таб. 100мг №30";"48";"VCAM";"13";;;;;;"109547";"109547";"112935";"112935";"01.12.2024";"НДС";"AstraZeneca AB/Швеция"
"145";"A25117";;"Беталок ЗОК таб. 25мг №14";"66";"ZAZD";"44";;;;;;"41931";"41931";"41931";"41931";"01.05.2025";"НДС";"AstraZeneca AB/Швеция"
"146";"03004098021001001";;"Брилинта таб. 90мг.№56";"30";"VHCE";"1";;;;;;"964272";"964272";"994095";"994095";"01.08.2025";"НДС";"AstraZeneca AB/Швеция"
"147";"03004395003002001";;"Золадекс имп. спрол. всвоб. для подкож. введ. 3,6мг №1";"1";"SE022";"26";;;;;;"1353456";"1353456";"1353456";"1353456";"01.06.2025";"НДС";"AstraZeneca AB/Швеция"
"148";"03004012005034001";;"Нексиум таб. 20мг №14";"275";"SM502";"273";;;;;;"82808";"82808";"85369";"85369";"01.09.2025";"НДС";"AstraZeneca AB/Швеция"
"149";"03004012005034002";;"Нексиум таб. 40мг №14";"275";"SM501";"272";;;;;;"115488";"115488";"115485";"115485";"01.09.2025";"НДС";"AstraZeneca AB/Швеция"
"150";"03004542002004001";;"Пульмикорт сусп 0,25мг/2мл№20";"20";"SECX";"837";;;;;;"261314";"261314";"261314";"261314";"01.01.2025";"НДС";"AstraZeneca AB/Швеция"
"151";"03004542002004002";;"Пульмикорт сусп 0,5мг/2мл№20";"20";"PEAB";"10";;;;;;"313489";"313489";"313489";"313489";"01.12.2024";"НДС";"AstraZeneca AB/Швеция"
"152";"03004541003003001";;"Симбикорт турбухалер пор. 160/4,5мкг/60доз№1";"80";"XLCG";"155";;;;;;"264825";"264825";"264825";"264825";"01.12.2024";"НДС";"AstraZeneca AB/Швеция"
"153";"03004541003002001";;"Симбикорт турбухалер пор.80/4,5мкг/60доз№1";"80";"LAXS";"60";;;;;;"236509";"236509";"243824";"243824";"01.12.2024";"НДС";"AstraZeneca AB/Швеция"
"154";"03004630001002001";;"Форсига таб.10мг №28";"45";"SG229";"383";;;;;;"615000";"615000";"634021";"634021";"01.08.2025";"НДС";"AstraZeneca AB/Швеция"
"ATM Sanita Pharma";;;;;;;;;;;;;;;;;;
"155";"03004311007002002";;"Цефоперазон 1г №1";"1";"010823";"150";;;;;;"11325";"11325";"11676";"11676";"01.01.2026";"НДС";"ATM Sanita Pharma/Узбекистан"
"156";"03004314003075004";;"Цефтриаксон Sanita пор. д/приг. р-ра 1г №50";"50";"280623";"1";;;;;;"211708";"211708";"218256";"218256";"01.01.2026";"НДС";"ATM Sanita Pharma/Узбекистан"
"Atra Pharmaceuticals Limited";;;;;;;;;;;;;;;;;;
"157";"03004349011007001";;"Гепарив таб.0.5мг№30 Противовирусное средство";"1";"RV24025";"16";;;;;;"316504";"316504";"326293";"326293";"01.01.2026";"НДС";"Atra Pharmaceuticals Limited/Индия"
"Avantika Medex";;;;;;;;;;;;;;;;;;
"158";"03004349011004001";"8908002167290";"Авиклуд таб.0.5мг№30 Энтекавир";"240";"T24178";"15";;;;;;"324189";"324189";"334215";"334215";"01.07.2026";"НДС";"Avantika Medex/Индия"
"159";"03004314009001002";;"Бактазон пор.инъек.1.5г.№1 Цефоперазон+Сульбак.";"200";"EM-23271";"40";;;;;;"55455";"55455";"57170";"57170";"01.11.2025";"НДС";"Avantika Medex/Индия"
"160";"03004012001057002";;"Омепразол капс.20мг№100";"50";"C23078";"5894";;;;;;"29081";"29081";"29980";"29980";"01.05.2026";"НДС";"Avantika Medex/Индия"
"161";"03004328009009001";;"Орлокс таб.200мг/500мг№10 Офлоксацин+Орнидазол";"20";"T23120";"11";;;;;;"45323";"45323";"46725";"46725";"01.11.2026";"НДС";"Avantika Medex/Индия"
"162";"A11256";;"Парадик гель 30г№1";"240";"O24023";"8";;;;;;"24851";"24851";"25620";"25620";"01.01.2027";"НДС";"Avantika Medex/Индия"
"163";"03004012012001001";;"Пентаза таб.40мг№30 Пантопразол";"10";"T24014";"10";;;;;;"53127";"53127";"54770";"54770";"01.12.2026";"НДС";"Avantika Medex/Индия"
"164";"03004285008004001";;"Тадал таб.20мг/60мг№4 Тадалафил+Дапоксетин";"288";"T22040";"4";;;;;;"48065";"48065";"48065";"48065";"01.06.2025";"НДС";"Avantika Medex/Индия"
"165";"03004917002003001";;"Триназол крем 15г№1";"360";"O24006";"385";;;;;;"45401";"45401";"46805";"46805";"01.12.2026";"НДС";"Avantika Medex/Индия"
"166";"A58390";;"Авифер амп.20мг/5мл№1 Железа III";"10";"ML24076";"3";;;;;;"87586";"87586";"90295";"90295";"01.12.2025";;"Avantika Medex/Индия"
"167";"03004141003014001";;"Кардифорс пор.д/приг р-ра д/инф. 1,0г №1";"1";"CF2401";"20";;;;;;"172738";"172738";"178080";"178080";"01.03.2026";"НДС";"Avantika Medex/Индия"
"168";"03004409003033003";;"П-Зеро р-р.д/иньек 30мг/мл1мл№5";"10";"EM-23218";"10";;;;;;"29066";"29066";"29965";"29965";"01.10.2025";"НДС";"Avantika Medex/Индия"
"Aventis Pharma";;;;;;;;;;;;;;;;;;
"169";"03004162002002004";;"Трентал таб. 100мг №60";"280";"2P1264A";"1112";;;;;;"49247";"49247";"50770";"50770";"01.06.2026";"НДС";"Aventis Pharma/Франция"
"Avison Pharmaceutical Pvt.Ltd";;;;;;;;;;;;;;;;;;
"170";"A34205";;"Аминорал сироп 200мл";"50";"UWA2303";"175";;;;;;"66833";"66833";"68900";"68900";"01.10.2025";"БАД";"Avison Pharmaceutical Pvt.Ltd/Индия"
"171";"A31714";;"Ирекал капс. №30";"1";"OHS24029";"5";;;;;;"131454";"131454";"135520";"135520";"01.12.2025";"БАД";"Avison Pharmaceutical Pvt.Ltd/Индия"
"172";"03004053002045001";;"Мифон 10000 капс. 150мг №20";"200";"OHH23013";"36";;;;;;"48453";"48453";"49952";"49952";"01.07.2025";"НДС";"Avison Pharmaceutical Pvt.Ltd/Индия"
"173";"A26954";;"Ромидон пор. д/приг р-ра со вкусом Лимон, Апельсина 20г №10 пакеты";"60";"020124";"58";;;;;;"43083";"43083";"44415";"44415";"01.12.2025";"НДС";"Avison Pharmaceutical Pvt.Ltd/Индия"
"174";"03004049001019001";;"Эрикон капс №10";"400";"SBO2201";"951";;;;;;"31494";"31494";"32469";"32469";"01.06.2025";"НДС";"Avison Pharmaceutical Pvt.Ltd/Индия"
"Aziya Immunopreparat";;;;;;;;;;;;;;;;;;
"175";"03004999221001002";;"Бактериофаг стафилококковый 10мл №5 жидкость";"30";"150723";"15";;;;;;"166165";"166165";"171304";"171304";"01.07.2025";"НДС";"Aziya Immunopreparat/Узбекистан"
"176";"03004999221001004";;"Бактериофаг стафилококковый 20мл спрей";"54";"C/191223";"6";;;;;;"90823";"90823";"93632";"93632";"01.12.2025";"НДС";"Aziya Immunopreparat/Узбекистан"
"Badex Life";;;;;;;;;;;;;;;;;;
"177";"A34308";;"Йокс плюс р-р 50мл";"160";"01";"9";;;;;;"37272";"37272";"38425";"38425";"01.06.2025";"БАД";"Badex Life/Узбекистан"
"178";"A34307";;"Йокс плюс спрей 20мл";"208";"01";"8";;;;;;"26624";"26624";"27447";"27447";"01.04.2027";"БАД";"Badex Life/Узбекистан"
"179";"02106003001035062";;"Монталин капс.№40";"100";"01";"25";;;;;;"53777";"53777";"55440";"55440";"01.04.2026";"БАД";"Badex Life/Узбекистан"
"180";"A34316";;"Хлорофиллиптин актив р-р 100мл";"120";"01";"70";;;;;;"12804";"12804";"13200";"13200";"01.05.2025";"БАД";"Badex Life/Узбекистан"
"181";"A34315";;"Хлорофиллиптин актив спрей 15мл";"208";"01";"40";;;;;;"12741";"12741";"13135";"13135";"01.05.2026";"БАД";"Badex Life/Узбекистан"
"182";"A57590";;"Цинк протект таб.№60";"1";"01";"13";;;;;;"44814";"44814";"46200";"46200";"01.03.2027";"БАД";"Badex Life/Узбекистан"
"Balkanpharma-razgrad AD / Spey";;;;;;;;;;;;;;;;;;
"183";"03004422002015001";;"Инфорин актив гель 50мг/г +30мг/г 40г";"222";"420223";"26";;;;;;"81686";"81686";"84212";"84212";"01.10.2026";"НДС";"Balkanpharma-razgrad AD / Spey/Болгария"
"184";"03004297003003004";;"Слидерон таб. 16мг №20";"480";"206123";"271";;;;;;"133516";"133516";"137645";"137645";"01.10.2028";"НДС";"Balkanpharma-razgrad AD / Spey/Болгария"
"185";"03004297003003003";;"Слидерон таб. 4мг №20";"302";"2016242";"167";;;;;;"66576";"66576";"68635";"68635";"01.03.2029";"НДС";"Balkanpharma-razgrad AD / Spey/Болгария"
"Balkanpharma-razgrad AD / Vega";;;;;;;;;;;;;;;;;;
"186";"03004226001002002";;"Вегадерм мазь 15г";"450";"425323";"52";;;;;;"62005";"62005";"63923";"63923";"01.12.2026";"НДС";"Balkanpharma-razgrad AD / Vega/Болгария"
"187";"03004220006003001";;"Вегтазон крем 1мг/г 15г";"450";"405224";"18";;;;;;"79694";"79694";"82159";"82159";"01.02.2026";"НДС";"Balkanpharma-razgrad AD / Vega/Болгария"
"Balzam";;;;;;;;;;;;;;;;;;
"188";"02106005009037022";;"Детская присыпка ""БЭМБИ"" 100г";"70";"10062020";"48";;;;;;"8349";"8349";"8607";"8607";"01.06.2025";"БАД";"Balzam/Узбекистан"
"189";"02106005009037021";;"Детская присыпка ""БЭМБИ"" 100г  с лавандой";"70";"001";"8";;;;;;"8349";"8349";"8607";"8607";"01.08.2028";"БАД";"Balzam/Узбекистан"
"190";"02106005009037020";;"Детская присыпка ""БЭМБИ"" 100г с можжевельником";"70";"001";"15";;;;;;"8361";"8361";"8607";"8607";"01.08.2028";"БАД";"Balzam/Узбекистан"
"191";"02106005009037018";;"Детская присыпка ""БЭМБИ"" 100г с ромашкой";"70";"001";"71";;;;;;"8349";"8349";"8607";"8607";"01.08.2028";"БАД";"Balzam/Узбекистан"
"192";"02106005009037017";;"Детская присыпка ""БЭМБИ"" 100г с чередой";"70";"001";"40";;;;;;"8348";"8348";"8606";"8606";"01.08.2028";"БАД";"Balzam/Узбекистан"
"193";"02106005009037016";;"Детская присыпка ""БЭМБИ"" 40г";"70";"100523";"58";;;;;;"4175";"4175";"4304";"4304";"01.05.2028";"БАД";"Balzam/Узбекистан"
"194";"02106005009037015";;"Детская присыпка ""БЭМБИ"" 40г  с лавандой";"70";"001C";"30";;;;;;"4175";"4175";"4304";"4304";"01.08.2028";"БАД";"Balzam/Узбекистан"
"195";"02106005009037013";;"Детская присыпка ""БЭМБИ"" 40г  с можжевельником";"70";"010822";"30";;;;;;"4175";"4175";"4304";"4304";"01.08.2027";"БАД";"Balzam/Узбекистан"
"196";"02106005009037011";;"Детская присыпка ""БЭМБИ"" 40г  с чередой";"70";"001C";"80";;;;;;"4175";"4175";"4304";"4304";"01.08.2028";"БАД";"Balzam/Узбекистан"
"197";"02106005009037012";;"Детская присыпка ""БЭМБИ"" 40г с ромашкой";"70";"001C";"62";;;;;;"4175";"4175";"4304";"4304";"01.08.2028";"БАД";"Balzam/Узбекистан"
"198";"A28674";;"Хлорофиллипт с шалфеем р-р спиртовый 100мл №1";"40";"001M";"80";;;;;;"12513";"12513";"12900";"12900";"01.12.2025";"БАД";"Balzam/Узбекистан"
"199";"A28676";;"Хлорофиллипт с шалфеем спрей 20мл №1";"108";"001M";"251";;;;;;"11927";"11927";"12296";"12296";"01.07.2025";"БАД";"Balzam/Узбекистан"
"Baxter Pharmaceuticals PVT";;;;;;;;;;;;;;;;;;
"200";"03004112008001003";;"Сукрофер амп.20мг/мл5мл№5";"66";"B5G0379A";"1049";;;;;;"247775";"247775";"247775";"247775";"01.10.2025";"НДС";"Baxter Pharmaceuticals PVT/Индия"
"201";"03004026001001001";;"Эмистоп амп.2мг/мл.4мл№5";"90";"B5G0322A";"113";;;;;;"120780";"120780";"120780";"120780";"01.08.2026";"НДС";"Baxter Pharmaceuticals PVT/Индия"
"Beijing Four Rings Biopharmaceutical Co. Ltd";;;;;;;;;;;;;;;;;;
"202";"03004115001011002";;"Репо р-р.инъек.2000ЕД_0.4мл.Шприц№1";"5";"202312226";"53";;;;;;"115560";"115560";"119135";"119135";"01.12.2025";"НДС";"Beijing Four Rings Biopharmaceutical Co. Ltd/Китай"
"203";"03004115001011003";;"Репо р-р.инъек.4000ЕД_0.8мл.Шприц№1";"5";"20240475.";"28";;;;;;"155476";"155476";"160285";"160285";"01.04.2026";"НДС";"Beijing Four Rings Biopharmaceutical Co. Ltd/Китай"
"BEKMAN";;;;;;;;;;;;;;;;;;
"204";"A5494";;"Пояс Оздоровител.Верблюж.шерсти R44 №1";"10";"01";"8";;;;;;"53656";"53656";"55315";"55315";"01.09.2026";"БАД";"BEKMAN/Узбекистан"
"205";"A5491";;"Пояс Оздоровител.Верблюж.шерсти R54 №1";"10";"01";"1";;;;;;"53656";"53656";"55315";"55315";"01.11.2028";"БАД";"BEKMAN/Узбекистан"
"206";"A5479";;"Пояс Оздоровител.Верблюж.шерсти R58 №1";"10";"01";"1";;;;;;"53656";"53656";"55315";"55315";"01.11.2028";"БАД";"BEKMAN/Узбекистан"
"207";"A21057";;"Жгут эласт. кровоостанавливающий №1 BEKMAN";"150";"1";"190";;;;;;"12751";"12751";"13145";"13145";"01.09.2028";"БАД";"BEKMAN/Узбекистан"
"Belinda Laboratories LLP / Spey";;;;;;;;;;;;;;;;;;
"208";"03004563002029001";;"Цветокс таб. 10мг №20";"90";"B5651";"82";;;;;;"35099";"35099";"36185";"36185";"01.12.2026";"НДС";"Belinda Laboratories LLP / Spey/Великобритания"
"Belinda Laboratories LLP / Vega";;;;;;;;;;;;;;;;;;
"209";"03004314003087001";;"Белацеф пор. д/приг. р-ра 1000мг №1";"150";"23J03156";"150";;;;;;"57371";"57371";"59145";"59145";"01.03.2026";"НДС";"Belinda Laboratories LLP / Vega/Великобритания"
"Belpharm";;;;;;;;;;;;;;;;;;
"210";"03004316003008001";;"Имипенем-Belpharm пор. д/приг. инфуз. р-ра 250мг/250мг №5";"66";"010923";"2";;;;;;"203955";"203955";"210263";"210263";"01.08.2025";"НДС";"Belpharm/Узбекистан"
"211";"03004316001042002";;"Меропенем-Belpharm пор. д/приг. инъекций 1000мг №5";"44";"030724";"20";;;;;;"216179";"216179";"222865";"222865";"01.06.2026";"НДС";"Belpharm/Узбекистан"
"212";"03004316001042001";;"Меропенем-Belpharm пор. д/приг. инъекций 500мг №5";"66";"031123";"4";;;;;;"187317";"187317";"193110";"193110";"01.10.2025";"НДС";"Belpharm/Узбекистан"
