;;;;;;;;;;;;;;;;;;
"Абдулхаев Фаррух";;;;;;;;;;;;;;;;;;
"Price List";;;;;;;;;;;;;;;;;;
"03 окт 2024";;;;;;;;;;;;;;;;;;
"в„–";"Code";"Barcode";"Name";"Qty per Box";"Card Number";"Balance";"Your order";"Price Type: Акция";"Акция with margin";"Price Type: Возврат";"Возврат with margin";"Price Type: При 100% Оплате (перечисление)";"При 100% Оплате (перечисление) with margin";"Price Type: Цена договорная (перечисление)";"Цена договорная (перечисление) with margin";"Expiry Date";"Группа";"Producer"
"123";"A19773";;"Угри-Стоп мазь 15г.№1 Леч.Акне+Прищей+Угрей";"40";"122023";"10";;;;;;"30987";"30987";"31945";"31945";"01.12.2025";"БАД";"ANGOR PFARM/Узбекистан"
"AQUA MEDIKAL TIBBI ARAС VE GERECLER IN";;;;;;;;;;;;;;;;;;
"124";"A57907";;"Вигантол Форте макс 1000МЕ D3+K2 капли д/прием внутрь масляные 10мл";"1";"7950124";"100";;;;;;"85360";"85360";"88000";"88000";"01.01.2027";"БАД";"AQUA MEDIKAL TIBBI ARAС VE GERECLER IN"
"Aquarius Enterpries";;;;;;;;;;;;;;;;;;
"125";"A58107";;"Аквацетамол р-р д/инф.10мг/мл 100мл№1";"60";"2304058001";"10";;;;;;"62375";"62375";"62375";"62375";"01.06.2025";"НДС";"Aquarius Enterpries/Индия"
"Artesan Pharma GmbH";;;;;;;;;;;;;;;;;;
"126";"A55724";;"Бронхалик таб. №20";"1";"039063";"255";;;;;;"59496";"59496";"61336";"61336";"01.06.2026";"БАД";"Artesan Pharma GmbH/Германия"
"Artura Pharmaceuticals Pvt Ltd";;;;;;;;;;;;;;;;;;
"127";"03004191007049001";;"Розуванс таб. 10мг №30";"240";"G2312";"1";;;;;;"50406";"50406";"51965";"51965";"01.06.2025";"НДС";"Artura Pharmaceuticals Pvt Ltd/Индия"
"128";"03004191007049002";;"Розуванс таб. 20мг №30";"240";"G2313";"2";;;;;;"66513";"66513";"68570";"68570";"01.06.2025";"НДС";"Artura Pharmaceuticals Pvt Ltd/Индия"
"Ascensia Diabetes Care";;;;;;;;;;;;;;;;;;
"129";"A9034";;"Тест полоски измерен.глюкозы крови №1*50 Contour plus";"24";"DP3MQHH02A";"68";;;;;;"141425";"141425";"145799";"145799";"01.12.2025";"НДС";"Ascensia Diabetes Care/Швейцария"
"130";"A17037";;"Ланцеты цвет.силикон.Иголки-Глюкометра №1*25 Cкарификатор крови";"48";"С09E9S";"75";;;;;;"6083";"6083";"6271";"6271";"01.12.2027";"НДС";"Ascensia Diabetes Care/Швейцария"
"Aseptica";;;;;;;;;;;;;;;;;;
"131";"03004585003001000";;"Витолин кап.гл.10мл№1";"50";"06";"13";;;;;;"86374";"86374";"89045";"89045";"01.01.2026";"НДС";"Aseptica/Узбекистан"
"132";"03004585002001000";;"Витолин-Форте кап.гл.10мл№1";"50";"08";"9";;;;;;"99755";"99755";"102840";"102840";"01.01.2026";"НДС";"Aseptica/Узбекистан"
"133";"03004532004008001";;"Флутинос спрей наз.0.05%.12мл.№1";"56";"04";"20";;;;;;"62468";"62468";"64400";"64400";"01.06.2026";"НДС";"Aseptica/Узбекистан"
"Assure Tech";;;;;;;;;;;;;;;;;;
"134";"A33808";;"Экспресс-тест для опред. лютеинизирующего гормона человека в моче №1 (FаStep)";"1";"F2401042";"27";;;;;;"2022";"2022";"2085";"2085";"01.12.2025";"НДС";"Assure Tech/Китай"
"AstraZeneca AB";;;;;;;;;;;;;;;;;;
"135";"A25118";;"Беталок ЗОК таб. 100мг №30";"48";"VCAS";"259";;;;;;"113793";"113793";"113793";"113793";"01.04.2025";"НДС";"AstraZeneca AB/Швеция"
"136";"03004098021001001";;"Брилинта таб. 90мг.№56";"30";"VHCE";"58";;;;;;"964272";"964272";"994095";"994095";"01.08.2025";"НДС";"AstraZeneca AB/Швеция"
"137";"03004395003002001";;"Золадекс имп. спрол. всвоб. для подкож. введ. 3,6мг №1";"1";"SE022";"11";;;;;;"1353456";"1353456";"1353456";"1353456";"01.06.2025";"НДС";"AstraZeneca AB/Швеция"
"138";"03004012005034001";;"Нексиум таб. 20мг №14";"275";"SM502";"228";;;;;;"82808";"82808";"85369";"85369";"01.09.2025";"НДС";"AstraZeneca AB/Швеция"
"139";"03004012005034002";;"Нексиум таб. 40мг №14";"275";"SM501";"427";;;;;;"115488";"115488";"115485";"115485";"01.09.2025";"НДС";"AstraZeneca AB/Швеция"
"140";"03004542002004001";;"Пульмикорт сусп 0,25мг/2мл№20";"20";"SECX";"1224";;;;;;"261314";"261314";"261314";"261314";"01.01.2025";"НДС";"AstraZeneca AB/Швеция"
"141";"03004542002004002";;"Пульмикорт сусп 0,5мг/2мл№20";"20";"PEAB";"386";;;;;;"313489";"313489";"313489";"313489";"01.12.2024";"НДС";"AstraZeneca AB/Швеция"
"142";"03004541003003001";;"Симбикорт турбухалер пор. 160/4,5мкг/60доз№1";"80";"XLRP";"315";;;;;;"281138";"281138";"281137";"281137";"01.08.2025";"НДС";"AstraZeneca AB/Швеция"
"143";"03004541003002001";;"Симбикорт турбухалер пор.80/4,5мкг/60доз№1";"80";"LAXS";"94";;;;;;"236509";"236509";"243824";"243824";"01.12.2024";"НДС";"AstraZeneca AB/Швеция"
"144";"03004630001002001";;"Форсига таб.10мг №28";"45";"SG229";"883";;;;;;"615000";"615000";"634021";"634021";"01.08.2025";"НДС";"AstraZeneca AB/Швеция"
"ATM Sanita Pharma";;;;;;;;;;;;;;;;;;
"145";"03004311007002002";;"Цефоперазон 1г №1";"1";"010823";"20";;;;;;"11325";"11325";"11676";"11676";"01.01.2026";"НДС";"ATM Sanita Pharma/Узбекистан"
"146";"03004884010002001";;"Цефтриаксон Сульбактам порошок для приготовления иньекционного раствора 1,5г №1";"100";"010622";"1";;;;;;"16133";"16133";"16632";"16632";"01.02.2025";"НДС";"ATM Sanita Pharma/Узбекистан"
"147";"03004314003075004";;"Цефтриаксон Sanita пор. д/приг. р-ра 1г №50";"50";"270523";"48";;;;;;"211708";"211708";"218256";"218256";"01.01.2026";"НДС";"ATM Sanita Pharma/Узбекистан"
"Atra Pharmaceuticals Limited";;;;;;;;;;;;;;;;;;
"148";"03004349011007001";;"Гепарив таб.0.5мг№30 Противовирусное средство";"1";"RV24025";"2";;;;;;"316504";"316504";"326293";"326293";"01.01.2026";"НДС";"Atra Pharmaceuticals Limited/Индия"
"Avantika Medex";;;;;;;;;;;;;;;;;;
"149";"03004326008021001";"8908002167337";"Авифлокс р-р.инф.500мг/100мл№1";"100";"2431404K";"10";;;;;;"48076";"48076";"49563";"49563";"01.07.2026";"НДС";"Avantika Medex/Индия"
"150";"03004328009009001";;"Орлокс таб.200мг/500мг№10 Офлоксацин+Орнидазол";"20";"T23120";"3";;;;;;"45323";"45323";"46725";"46725";"01.11.2026";"НДС";"Avantika Medex/Индия"
"151";"03004012012001001";;"Пентаза таб.40мг№30 Пантопразол";"10";"T24014";"6";;;;;;"53127";"53127";"54770";"54770";"01.12.2026";"НДС";"Avantika Medex/Индия"
"152";"03004917002003001";;"Триназол крем 15г№1";"360";"O24006";"321";;;;;;"45401";"45401";"46805";"46805";"01.12.2026";"НДС";"Avantika Medex/Индия"
"153";"A58390";;"Авифер амп.20мг/5мл№1 Железа III";"10";"ML24076";"10";;;;;;"87586";"87586";"90295";"90295";"01.12.2025";;"Avantika Medex/Индия"
"154";"03004141003014001";;"Кардифорс пор.д/приг р-ра д/инф. 1,0г №1";"1";"CF2401";"15";;;;;;"172738";"172738";"178080";"178080";"01.03.2026";"НДС";"Avantika Medex/Индия"
"Aventis Pharma";;;;;;;;;;;;;;;;;;
"155";"03004162002002004";;"Трентал таб. 100мг №60";"280";"2P1264A";"1029";;;;;;"49247";"49247";"50770";"50770";"01.06.2026";"НДС";"Aventis Pharma/Франция"
"Avison Pharmaceutical Pvt.Ltd";;;;;;;;;;;;;;;;;;
"156";"A34205";;"Аминорал сироп 200мл";"50";"UWA2303";"43";;;;;;"66833";"66833";"68900";"68900";"01.10.2025";"БАД";"Avison Pharmaceutical Pvt.Ltd/Индия"
"157";"03004053002045001";;"Мифон 10000 капс. 150мг №20";"200";"OHH23013";"201";;;;;;"48453";"48453";"49952";"49952";"01.07.2025";"НДС";"Avison Pharmaceutical Pvt.Ltd/Индия"
"158";"A26954";;"Ромидон пор. д/приг р-ра со вкусом Лимон, Апельсина 20г №10 пакеты";"60";"020124";"12";;;;;;"43083";"43083";"44415";"44415";"01.12.2025";"НДС";"Avison Pharmaceutical Pvt.Ltd/Индия"
"159";"A31718";;"Эвикет таб. №30";"80";"WF22332";"11";;;;;;"76742";"76742";"79115";"79115";"01.02.2025";"БАД";"Avison Pharmaceutical Pvt.Ltd/Индия"
"160";"03004049001019001";;"Эрикон капс №10";"400";"SBO2201";"306";;;;;;"31494";"31494";"32469";"32469";"01.06.2025";"НДС";"Avison Pharmaceutical Pvt.Ltd/Индия"
"Aziya Immunopreparat";;;;;;;;;;;;;;;;;;
"161";"03004999221001002";;"Бактериофаг стафилококковый 10мл №5 жидкость";"30";"150723";"23";;;;;;"166165";"166165";"171304";"171304";"01.07.2025";"НДС";"Aziya Immunopreparat/Узбекистан"
"162";"03004999221001004";;"Бактериофаг стафилококковый 20мл спрей";"54";"C/020224";"1";;;;;;"90823";"90823";"93632";"93632";"01.02.2026";"НДС";"Aziya Immunopreparat/Узбекистан"
"Badex Life";;;;;;;;;;;;;;;;;;
"163";"A34308";;"Йокс плюс р-р 50мл";"160";"01";"5";;;;;;"37272";"37272";"38425";"38425";"01.06.2025";"БАД";"Badex Life/Узбекистан"
"164";"02106003001035062";;"Монталин капс.№40";"100";"01";"69";;;;;;"53777";"53777";"55440";"55440";"01.04.2026";"БАД";"Badex Life/Узбекистан"
"165";"A34316";;"Хлорофиллиптин актив р-р 100мл";"120";"01";"8";;;;;;"12804";"12804";"13200";"13200";"01.05.2025";"БАД";"Badex Life/Узбекистан"
"166";"A34315";;"Хлорофиллиптин актив спрей 15мл";"208";"01";"7";;;;;;"12741";"12741";"13135";"13135";"01.05.2026";"БАД";"Badex Life/Узбекистан"
"167";"A57590";;"Цинк протект таб.№60";"1";"01";"15";;;;;;"44814";"44814";"46200";"46200";"01.03.2027";"БАД";"Badex Life/Узбекистан"
"Balkanpharma-razgrad AD / Spey";;;;;;;;;;;;;;;;;;
"168";"03004422002015001";;"Инфорин актив гель 50мг/г +30мг/г 40г";"222";"420223";"21";;;;;;"81686";"81686";"84212";"84212";"01.10.2026";"НДС";"Balkanpharma-razgrad AD / Spey/Болгария"
"169";"03004297003003004";;"Слидерон таб. 16мг №20";"480";"206123";"341";;;;;;"133516";"133516";"137645";"137645";"01.10.2028";"НДС";"Balkanpharma-razgrad AD / Spey/Болгария"
"170";"03004297003003003";;"Слидерон таб. 4мг №20";"302";"2016242";"135";;;;;;"66576";"66576";"68635";"68635";"01.03.2029";"НДС";"Balkanpharma-razgrad AD / Spey/Болгария"
"Balkanpharma-razgrad AD / Vega";;;;;;;;;;;;;;;;;;
"171";"03004226001002002";;"Вегадерм мазь 15г";"450";"425323";"161";;;;;;"62005";"62005";"63923";"63923";"01.12.2026";"НДС";"Balkanpharma-razgrad AD / Vega/Болгария"
"172";"03004220006003001";;"Вегтазон крем 1мг/г 15г";"450";"405224";"27";;;;;;"79694";"79694";"82159";"82159";"01.02.2026";"НДС";"Balkanpharma-razgrad AD / Vega/Болгария"
"Balzam";;;;;;;;;;;;;;;;;;
"173";"02106005009037022";;"Детская присыпка ""БЭМБИ"" 100г";"70";"10062020";"19";;;;;;"8349";"8349";"8607";"8607";"01.06.2025";"БАД";"Balzam/Узбекистан"
"174";"02106005009037021";;"Детская присыпка ""БЭМБИ"" 100г  с лавандой";"70";"10062020";"21";;;;;;"8349";"8349";"8607";"8607";"01.06.2025";"БАД";"Balzam/Узбекистан"
"175";"02106005009037020";;"Детская присыпка ""БЭМБИ"" 100г с можжевельником";"70";"10062020";"7";;;;;;"8361";"8361";"8607";"8607";"01.06.2025";"БАД";"Balzam/Узбекистан"
"176";"02106005009037018";;"Детская присыпка ""БЭМБИ"" 100г с ромашкой";"70";"001";"27";;;;;;"8349";"8349";"8607";"8607";"01.08.2028";"БАД";"Balzam/Узбекистан"
"177";"02106005009037017";;"Детская присыпка ""БЭМБИ"" 100г с чередой";"70";"001";"70";;;;;;"8348";"8348";"8606";"8606";"01.08.2028";"БАД";"Balzam/Узбекистан"
"178";"02106005009037016";;"Детская присыпка ""БЭМБИ"" 40г";"70";"100523";"131";;;;;;"4175";"4175";"4304";"4304";"01.05.2028";"БАД";"Balzam/Узбекистан"
"179";"02106005009037015";;"Детская присыпка ""БЭМБИ"" 40г  с лавандой";"70";"001C";"127";;;;;;"4175";"4175";"4304";"4304";"01.08.2028";"БАД";"Balzam/Узбекистан"
"180";"02106005009037013";;"Детская присыпка ""БЭМБИ"" 40г  с можжевельником";"70";"010822";"34";;;;;;"4175";"4175";"4304";"4304";"01.08.2027";"БАД";"Balzam/Узбекистан"
"181";"02106005009037011";;"Детская присыпка ""БЭМБИ"" 40г  с чередой";"70";"001C";"108";;;;;;"4175";"4175";"4304";"4304";"01.08.2028";"БАД";"Balzam/Узбекистан"
"182";"02106005009037012";;"Детская присыпка ""БЭМБИ"" 40г с ромашкой";"70";"001C";"120";;;;;;"4175";"4175";"4304";"4304";"01.08.2028";"БАД";"Balzam/Узбекистан"
"183";"A28674";;"Хлорофиллипт с шалфеем р-р спиртовый 100мл №1";"40";"001M";"85";;;;;;"12513";"12513";"12900";"12900";"01.12.2025";"БАД";"Balzam/Узбекистан"
"184";"A28675";;"Хлорофиллипт с шалфеем р-р спиртовый 50мл №1";"40";"001M";"62";;;;;;"8724";"8724";"8990";"8990";"01.07.2025";"БАД";"Balzam/Узбекистан"
"185";"A28676";;"Хлорофиллипт с шалфеем спрей 20мл №1";"108";"001M";"225";;;;;;"11927";"11927";"12296";"12296";"01.07.2025";"БАД";"Balzam/Узбекистан"
"Baxter Pharmaceuticals PVT";;;;;;;;;;;;;;;;;;
"186";"03004112008001003";;"Сукрофер амп.20мг/мл5мл№5";"66";"B5G0379A";"493";;;;;;"247775";"247775";"247775";"247775";"01.10.2025";"НДС";"Baxter Pharmaceuticals PVT/Индия"
"187";"03004026001001001";;"Эмистоп амп.2мг/мл.4мл№5";"90";"B5G0322A";"128";;;;;;"120780";"120780";"120780";"120780";"01.08.2026";"НДС";"Baxter Pharmaceuticals PVT/Индия"
"Beijing Four Rings Biopharmaceutical Co. Ltd";;;;;;;;;;;;;;;;;;
"188";"03004115001011002";;"Репо р-р.инъек.2000ЕД_0.4мл.Шприц№1";"5";"202312226";"58";;;;;;"115560";"115560";"119135";"119135";"01.12.2025";"НДС";"Beijing Four Rings Biopharmaceutical Co. Ltd/Китай"
"189";"03004115001011003";;"Репо р-р.инъек.4000ЕД_0.8мл.Шприц№1";"5";"20240475";"6";;;;;;"155476";"155476";"160285";"160285";"01.04.2026";"НДС";"Beijing Four Rings Biopharmaceutical Co. Ltd/Китай"
"BEKMAN";;;;;;;;;;;;;;;;;;
"190";"A5493";;"Пояс Оздоровител.Верблюж.шерсти R42 №1";"10";"01";"2";;;;;;"53656";"53656";"55315";"55315";"01.11.2028";"БАД";"BEKMAN/Узбекистан"
"191";"A5494";;"Пояс Оздоровител.Верблюж.шерсти R44 №1";"10";"01";"11";;;;;;"53656";"53656";"55315";"55315";"01.09.2026";"БАД";"BEKMAN/Узбекистан"
"192";"A5479";;"Пояс Оздоровител.Верблюж.шерсти R58 №1";"10";"01";"3";;;;;;"53656";"53656";"55315";"55315";"01.11.2028";"БАД";"BEKMAN/Узбекистан"
"193";"A5588";;"Пояс Оздоровител.Верблюж.шерсти R60 №1";"10";"7";"2";;;;;;"53656";"53656";"55315";"55315";"01.01.2029";"БАД";"BEKMAN/Узбекистан"
"194";"A22576";;"Бинт эластич. 60mm*6m№1 ULTRA";"45";"7.";"3";;;;;;"15297";"15297";"15770";"15770";"01.07.2027";"БАД";"BEKMAN/Узбекистан"
"195";"A21057";;"Жгут эласт. кровоостанавливающий №1 BEKMAN";"150";"1";"175";;;;;;"12751";"12751";"13145";"13145";"01.09.2028";"БАД";"BEKMAN/Узбекистан"
"Belinda Laboratories LLP / Spey";;;;;;;;;;;;;;;;;;
"196";"03004563002029001";;"Цветокс таб. 10мг №20";"90";"B5650";"142";;;;;;"35099";"35099";"36185";"36185";"01.12.2026";"НДС";"Belinda Laboratories LLP / Spey/Великобритания"
"Belinda Laboratories LLP / Vega";;;;;;;;;;;;;;;;;;
"197";"03004314003087001";;"Белацеф пор. д/приг. р-ра 1000мг №1";"150";"23J03156";"300";;;;;;"57371";"57371";"59145";"59145";"01.03.2026";"НДС";"Belinda Laboratories LLP / Vega/Великобритания"
"Belpharm";;;;;;;;;;;;;;;;;;
"198";"03004316003008001";;"Имипенем-Belpharm пор. д/приг. инфуз. р-ра 250мг/250мг №5";"66";"010923";"1";;;;;;"203955";"203955";"210263";"210263";"01.08.2025";"НДС";"Belpharm/Узбекистан"
"199";"03004316003008002";;"Имипенем-Belpharm пор. д/приг. инфуз. р-ра 500мг/500мг №5";"1";"030923";"2";;;;;;"414711";"414711";"427538";"427538";"01.08.2025";"НДС";"Belpharm/Узбекистан"
"200";"03004316001042002";;"Меропенем-Belpharm пор. д/приг. инъекций 1000мг №5";"44";"030724";"12";;;;;;"216179";"216179";"222865";"222865";"01.06.2026";"НДС";"Belpharm/Узбекистан"
"201";"03004316001042001";;"Меропенем-Belpharm пор. д/приг. инъекций 500мг №5";"66";"031123";"4";;;;;;"187317";"187317";"193110";"193110";"01.10.2025";"НДС";"Belpharm/Узбекистан"
"Berko Ilac ve Kimya Sanayi";;;;;;;;;;;;;;;;;;
"202";"03004112004006001";;"Гемозин капс. №20";"100";"2312117";"121";;;;;;"80248";"80248";"82730";"82730";"01.12.2025";"НДС";"Berko Ilac ve Kimya Sanayi/Турция"
"203";"03004071005033001";;"Десиферол капли 50000 МЕ/15мл №1";"100";"2310244";"15";;;;;;"56265";"56265";"58005";"58005";"01.10.2025";"НДС";"Berko Ilac ve Kimya Sanayi/Турция"
"Beromed GmbH Hospital";;;;;;;;;;;;;;;;;;
"204";"A10273";;"Зонд желудочный BEROTUBE р-р CH/FR 12";"50";"3G011231";"9";;;;;;"8506";"8506";"8770";"8770";"01.06.2028";"НДС";"Beromed GmbH Hospital/Германия"
"205";"A14424";;"Катетер Фолея латекс. Beroсath размер 08СН";"200";"3L081422";"1";;;;;;"22033";"22033";"22714";"22714";"01.09.2028";"НДС";"Beromed GmbH Hospital/Германия"
"206";"A14426";;"Катетер Фолея латекс. Beroсath размер 12СН";"200";"3M121422";"46";;;;;;"14996";"14996";"15460";"15460";"01.10.2028";"НДС";"Beromed GmbH Hospital/Германия"
"207";"A9977";;"Катетер Фолея латекс. Beroсath размер 14СН";"200";"3L141422";"96";;;;;;"14992";"14992";"15456";"15456";"01.09.2028";"НДС";"Beromed GmbH Hospital/Германия"
"208";"A9978";;"Катетер Фолея латекс. Beroсath размер 16СН";"200";"3M161422";"556";;;;;;"14846";"14846";"15305";"15305";"01.10.2028";"НДС";"Beromed GmbH Hospital/Германия"
"209";"A9979";;"Катетер Фолея латекс. Beroсath размер 18СН";"200";"3M181422";"640";;;;;;"14846";"14846";"15305";"15305";"01.10.2028";"НДС";"Beromed GmbH Hospital/Германия"
